Species,Abundance,Site ID,SampleDate,Group,Flag_Duplicated
Chaetoceros concavicornis,P,HMH,10/7/2021,Diatom,
Chaetoceros debilis,P,HMH,10/7/2021,Diatom,
Chaetoceros laciniosus,P,HMH,10/7/2021,Diatom,
Chaetoceros spp.,P,HMH,10/7/2021,Diatom,
Coscinodiscus spp.,P,HMH,10/7/2021,Diatom,
Dactyliosolen spp.,P,HMH,10/7/2021,Diatom,
Dictyocha spp. (Chromophyte),P,HMH,10/7/2021,Silicoflagellate,
Dinophysis spp.,P,HMH,10/7/2021,Dinoflagellate,
Diplopsalis,P,HMH,10/7/2021,Dinoflagellate,
Ditylum spp.,P,HMH,10/7/2021,Diatom,
Entomoneis spp.,P,HMH,10/7/2021,Diatom,
Lauderia spp.,P,HMH,10/7/2021,Diatom,
Melosira spp.,P,HMH,10/7/2021,Diatom,
Navicula morphotype,P,HMH,10/7/2021,Diatom,
Odontella spp.,P,HMH,10/7/2021,Diatom,
Pleurosigma morphotype,P,HMH,10/7/2021,Diatom,
Preperidinium sp.,P,HMH,10/7/2021,Dinoflagellate,
Protoperidinium spp.,P,HMH,10/7/2021,Dinoflagellate,
Pseudo-nitzschia spp.,P,HMH,10/7/2021,Diatom,
Skeletonema spp.,P,HMH,10/7/2021,Diatom,
Stephanopyxis spp.,P,HMH,10/7/2021,Diatom,
Striatella,P,HMH,10/7/2021,Diatom,
Thalassionema spp.,P,HMH,10/7/2021,Diatom,
Thalassiosira spp.,P,HMH,10/7/2021,Diatom,
Cerataulina spp.,P,HMH,10/15/2021,Diatom,
Ceratium furca morphotype,P,HMH,10/15/2021,Dinoflagellate,
Chaetoceros concavicornis,P,HMH,10/15/2021,Diatom,
Chaetoceros debilis,P,HMH,10/15/2021,Diatom,
Chaetoceros spp.,P,HMH,10/15/2021,Diatom,
Coscinodiscus spp.,P,HMH,10/15/2021,Diatom,
Dinophysis spp.,P,HMH,10/15/2021,Dinoflagellate,
Ditylum spp.,P,HMH,10/15/2021,Diatom,
Eucampia spp.,P,HMH,10/15/2021,Diatom,
Guinardia spp.,P,HMH,10/15/2021,Diatom,
Lauderia spp.,P,HMH,10/15/2021,Diatom,
Nitzschia morphotype,P,HMH,10/15/2021,Diatom,
Odontella spp.,P,HMH,10/15/2021,Diatom,
Pleurosigma morphotype,P,HMH,10/15/2021,Diatom,
Protoperidinium spp.,P,HMH,10/15/2021,Dinoflagellate,
Pseudo-nitzschia spp.,A,HMH,10/15/2021,Diatom,
Rhizosolenia spp.,P,HMH,10/15/2021,Diatom,
Skeletonema spp.,P,HMH,10/15/2021,Diatom,
Thalassionema spp.,P,HMH,10/15/2021,Diatom,
Thalassiosira spp.,A,HMH,10/15/2021,Diatom,
Dictyocha spp. (Chromophyte),P,HMH,10/21/2021,Silicoflagellate,
Ditylum spp.,P,HMH,10/21/2021,Diatom,
Entomoneis spp.,P,HMH,10/21/2021,Diatom,
Fragilariopsis spp.,P,HMH,10/21/2021,Diatom,
Leptocylindrus spp.,P,HMH,10/21/2021,Diatom,
Licmophora spp.,P,HMH,10/21/2021,Diatom,
Melosira spp.,P,HMH,10/21/2021,Diatom,
Navicula morphotype,P,HMH,10/21/2021,Diatom,
Odontella spp.,P,HMH,10/21/2021,Diatom,
Pleurosigma morphotype,P,HMH,10/21/2021,Diatom,
Protoperidinium spp.,P,HMH,10/21/2021,Dinoflagellate,
Pseudo-nitzschia spp.,P,HMH,10/21/2021,Diatom,
Skeletonema spp.,P,HMH,10/21/2021,Diatom,
Thalassionema spp.,P,HMH,10/21/2021,Diatom,
Thalassiosira spp.,P,HMH,10/21/2021,Diatom,
Cerataulina spp.,P,HMH,12/17/2021,Diatom,
Ceratium furca morphotype,P,HMH,12/17/2021,Dinoflagellate,
Chaetoceros spp.,P,HMH,12/17/2021,Diatom,
Dictyocha spp. (Chromophyte),P,HMH,12/17/2021,Silicoflagellate,
Dinophysis spp.,P,HMH,12/17/2021,Dinoflagellate,
Entomoneis spp.,P,HMH,12/17/2021,Diatom,
Kofoidinium,P,HMH,12/17/2021,Dinoflagellate,
Leptocylindrus spp.,P,HMH,12/17/2021,Diatom,
Melosira spp.,P,HMH,12/17/2021,Diatom,
Navicula morphotype,P,HMH,12/17/2021,Diatom,
Odontella spp.,P,HMH,12/17/2021,Diatom,
Pleurosigma morphotype,P,HMH,12/17/2021,Diatom,
Rhizosolenia spp.,P,HMH,12/17/2021,Diatom,
Thalassiosira spp.,P,HMH,12/17/2021,Diatom,
Ceratium furca morphotype,P,HMH,12/29/2021,Dinoflagellate,
Ceratium fusus morphotype,P,HMH,12/29/2021,Dinoflagellate,
Navicula morphotype,P,HMH,12/29/2021,Diatom,
Odontella spp.,P,HMH,12/29/2021,Diatom,
Preperidinium sp.,P,HMH,12/29/2021,Dinoflagellate,
Protoperidinium spp.,P,HMH,12/29/2021,Dinoflagellate,
Dictyocha spp. (Chromophyte),P,HMH,3/8/2022,Silicoflagellate,
Melosira spp.,P,HMH,3/8/2022,Diatom,
Pseudo-nitzschia spp.,P,HMH,3/8/2022,Diatom,
Cerataulina spp.,P,HMH,4/13/2022,Diatom,
Chaetoceros debilis,P,HMH,4/13/2022,Diatom,
Chaetoceros spp.,P,HMH,4/13/2022,Diatom,
Dictyocha spp. (Chromophyte),P,HMH,4/13/2022,Silicoflagellate,
Lauderia spp.,P,HMH,4/13/2022,Diatom,
Nitzschia morphotype,P,HMH,4/13/2022,Diatom,
Pleurosigma morphotype,P,HMH,4/13/2022,Diatom,
Pseudo-nitzschia spp.,P,HMH,4/13/2022,Diatom,
Skeletonema spp.,P,HMH,4/13/2022,Diatom,
Thalassionema spp.,P,HMH,4/13/2022,Diatom,
Thalassiosira spp.,P,HMH,4/13/2022,Diatom,
Cerataulina spp.,P,HMH,4/21/2022,Diatom,
Chaetoceros debilis,P,HMH,4/21/2022,Diatom,
Chaetoceros laciniosus,P,HMH,4/21/2022,Diatom,
Chaetoceros socialis,P,HMH,4/21/2022,Diatom,
Coscinodiscus spp.,P,HMH,4/21/2022,Diatom,
Dictyocha spp. (Chromophyte),P,HMH,4/21/2022,Silicoflagellate,
Dinophysis spp.,P,HMH,4/21/2022,Dinoflagellate,
Diplopsalis,P,HMH,4/21/2022,Dinoflagellate,
Entomoneis spp.,P,HMH,4/21/2022,Diatom,
Fragilariopsis spp.,P,HMH,4/21/2022,Diatom,
Licmophora spp.,P,HMH,4/21/2022,Diatom,
Melosira spp.,P,HMH,4/21/2022,Diatom,
Navicula morphotype,P,HMH,4/21/2022,Diatom,
Odontella spp.,P,HMH,4/21/2022,Diatom,
Pleurosigma morphotype,P,HMH,4/21/2022,Diatom,
Protoperidinium spp.,P,HMH,4/21/2022,Dinoflagellate,
Thalassionema spp.,P,HMH,4/21/2022,Diatom,
Thalassiosira spp.,P,HMH,4/21/2022,Diatom,
Ceratium longipes morphotype,P,HMH,5/4/2022,Dinoflagellate,
Chaetoceros concavicornis,P,HMH,5/4/2022,Diatom,
Chaetoceros debilis,B,HMH,5/4/2022,Diatom,
Chaetoceros socialis,P,HMH,5/4/2022,Diatom,
Chaetoceros spp.,P,HMH,5/4/2022,Diatom,
Diplopsalis,P,HMH,5/4/2022,Dinoflagellate,
Ditylum spp.,P,HMH,5/4/2022,Diatom,
Fragilariopsis spp.,P,HMH,5/4/2022,Diatom,
Leptocylindrus spp.,P,HMH,5/4/2022,Diatom,
Melosira spp.,P,HMH,5/4/2022,Diatom,
Navicula morphotype,P,HMH,5/4/2022,Diatom,
Odontella spp.,P,HMH,5/4/2022,Diatom,
Pleurosigma morphotype,P,HMH,5/4/2022,Diatom,
Protoperidinium spp.,P,HMH,5/4/2022,Dinoflagellate,
Pseudo-nitzschia spp.,P,HMH,5/4/2022,Diatom,
Rhizosolenia spp.,P,HMH,5/4/2022,Diatom,
Skeletonema spp.,P,HMH,5/4/2022,Diatom,
Stephanopyxis spp.,P,HMH,5/4/2022,Diatom,
Thalassionema spp.,P,HMH,5/4/2022,Diatom,
Thalassiosira spp.,P,HMH,5/4/2022,Diatom,
Cerataulina spp.,P,HMH,5/24/2022,Diatom,
Chaetoceros debilis,P,HMH,5/24/2022,Diatom,
Chaetoceros spp.,P,HMH,5/24/2022,Diatom,
Coscinodiscus spp.,P,HMH,5/24/2022,Diatom,
Leptocylindrus spp.,P,HMH,5/24/2022,Diatom,
Melosira spp.,P,HMH,5/24/2022,Diatom,
Navicula morphotype,P,HMH,5/24/2022,Diatom,
Protoperidinium spp.,P,HMH,5/24/2022,Dinoflagellate,
Pseudo-nitzschia spp.,P,HMH,5/24/2022,Diatom,
Scrippsiella,P,HMH,5/24/2022,Dinoflagellate,
Thalassiosira spp.,P,HMH,5/24/2022,Diatom,
Alexandrium spp.,P,SVB,5/30/2022,Dinoflagellate,
Cerataulina spp.,P,SVB,5/30/2022,Diatom,
Chaetoceros concavicornis,P,SVB,5/30/2022,Diatom,
Chaetoceros debilis,B,SVB,5/30/2022,Diatom,
Chaetoceros laciniosus,P,SVB,5/30/2022,Diatom,
Chaetoceros socialis,P,SVB,5/30/2022,Diatom,
Chaetoceros spp.,P,SVB,5/30/2022,Diatom,
Coscinodiscus spp.,P,SVB,5/30/2022,Diatom,
Ditylum spp.,P,SVB,5/30/2022,Diatom,
Entomoneis spp.,P,SVB,5/30/2022,Diatom,
Fragilariopsis spp.,P,SVB,5/30/2022,Diatom,
Kofoidinium,P,SVB,5/30/2022,Dinoflagellate,
Lauderia spp.,A,SVB,5/30/2022,Diatom,
Licmophora spp.,P,SVB,5/30/2022,Diatom,
Melosira spp.,P,SVB,5/30/2022,Diatom,
Navicula morphotype,P,SVB,5/30/2022,Diatom,
Odontella spp.,P,SVB,5/30/2022,Diatom,
Pleurosigma morphotype,P,SVB,5/30/2022,Diatom,
Protoperidinium spp.,P,SVB,5/30/2022,Dinoflagellate,
Pseudo-nitzschia spp.,P,SVB,5/30/2022,Diatom,
Scrippsiella,P,SVB,5/30/2022,Dinoflagellate,
Skeletonema spp.,P,SVB,5/30/2022,Diatom,
Stephanopyxis spp.,P,SVB,5/30/2022,Diatom,
Striatella,P,SVB,5/30/2022,Diatom,
Thalassionema spp.,P,SVB,5/30/2022,Diatom,
Thalassiosira spp.,B,SVB,5/30/2022,Diatom,
Ceratium furca morphotype,P,HMH,6/1/2022,Dinoflagellate,
Chaetoceros concavicornis,P,HMH,6/1/2022,Diatom,
Chaetoceros debilis,P,HMH,6/1/2022,Diatom,
Chaetoceros laciniosus,P,HMH,6/1/2022,Diatom,
Chaetoceros spp.,P,HMH,6/1/2022,Diatom,
Coscinodiscus spp.,P,HMH,6/1/2022,Diatom,
Leptocylindrus spp.,P,HMH,6/1/2022,Diatom,
Pleurosigma morphotype,P,HMH,6/1/2022,Diatom,
Protoperidinium spp.,P,HMH,6/1/2022,Dinoflagellate,
Pseudo-nitzschia spp.,P,HMH,6/1/2022,Diatom,
Scrippsiella,P,HMH,6/1/2022,Dinoflagellate,
Stephanopyxis spp.,P,HMH,6/1/2022,Diatom,
Striatella,P,HMH,6/1/2022,Diatom,
Thalassiosira spp.,P,HMH,6/1/2022,Diatom,
Chaetoceros concavicornis,P,HMH,6/9/2022,Diatom,
Chaetoceros spp.,P,HMH,6/9/2022,Diatom,
Pseudo-nitzschia spp.,P,HMH,6/9/2022,Diatom,
Rhizosolenia spp.,P,HMH,6/9/2022,Diatom,
Cerataulina spp.,P,SVB,6/9/2022,Diatom,
Chaetoceros debilis,P,SVB,6/9/2022,Diatom,
Chaetoceros laciniosus,P,SVB,6/9/2022,Diatom,
Chaetoceros socialis,P,SVB,6/9/2022,Diatom,
Chaetoceros spp.,P,SVB,6/9/2022,Diatom,
Coscinodiscus spp.,P,SVB,6/9/2022,Diatom,
Dictyocha spp. (Chromophyte),P,SVB,6/9/2022,Silicoflagellate,
Entomoneis spp.,P,SVB,6/9/2022,Diatom,
Eucampia spp.,P,SVB,6/9/2022,Diatom,
Fragilariopsis spp.,P,SVB,6/9/2022,Diatom,
Lauderia spp.,P,SVB,6/9/2022,Diatom,
Leptocylindrus spp.,P,SVB,6/9/2022,Diatom,
Navicula morphotype,P,SVB,6/9/2022,Diatom,
Odontella spp.,P,SVB,6/9/2022,Diatom,
Planktoniella spp.,P,SVB,6/9/2022,Diatom,
Protoperidinium spp.,P,SVB,6/9/2022,Dinoflagellate,
Pseudo-nitzschia spp.,P,SVB,6/9/2022,Diatom,
Rhizosolenia spp.,P,SVB,6/9/2022,Diatom,
Striatella,P,SVB,6/9/2022,Diatom,
Thalassionema spp.,P,SVB,6/9/2022,Diatom,
Thalassiosira spp.,P,SVB,6/9/2022,Diatom,
Cerataulina spp.,P,HMH,6/16/2022,Diatom,
Chaetoceros concavicornis,P,HMH,6/16/2022,Diatom,
Chaetoceros debilis,P,HMH,6/16/2022,Diatom,
Chaetoceros laciniosus,P,HMH,6/16/2022,Diatom,
Chaetoceros spp.,P,HMH,6/16/2022,Diatom,
Dinophysis spp.,P,HMH,6/16/2022,Dinoflagellate,
Fragilariopsis spp.,P,HMH,6/16/2022,Diatom,
Licmophora spp.,P,HMH,6/16/2022,Diatom,
Melosira spp.,P,HMH,6/16/2022,Diatom,
Navicula morphotype,P,HMH,6/16/2022,Diatom,
Protoperidinium spp.,P,HMH,6/16/2022,Dinoflagellate,
Pseudo-nitzschia spp.,P,HMH,6/16/2022,Diatom,
Thalassionema spp.,P,HMH,6/16/2022,Diatom,
Thalassiosira spp.,P,HMH,6/16/2022,Diatom,
Cerataulina spp.,P,SVB,6/23/2022,Diatom,
Chaetoceros spp.,P,SVB,6/23/2022,Diatom,
Ditylum spp.,P,SVB,6/23/2022,Diatom,
Lauderia spp.,P,SVB,6/23/2022,Diatom,
Odontella spp.,P,SVB,6/23/2022,Diatom,
Pleurosigma morphotype,P,SVB,6/23/2022,Diatom,
Pseudo-nitzschia spp.,P,SVB,6/23/2022,Diatom,
Stephanopyxis spp.,P,SVB,6/23/2022,Diatom,
Cerataulina spp.,A,HMH,6/30/2022,Diatom,
Ceratium furca morphotype,P,HMH,6/30/2022,Dinoflagellate,
Chaetoceros concavicornis,P,HMH,6/30/2022,Diatom,
Chaetoceros debilis,P,HMH,6/30/2022,Diatom,
Chaetoceros socialis,P,HMH,6/30/2022,Diatom,
Chaetoceros spp.,A,HMH,6/30/2022,Diatom,
Dinophysis spp.,P,HMH,6/30/2022,Dinoflagellate,
Diplopsalis,P,HMH,6/30/2022,Dinoflagellate,
Entomoneis spp.,P,HMH,6/30/2022,Diatom,
Fragilariopsis spp.,P,HMH,6/30/2022,Diatom,
Heterocapsa spp.,P,HMH,6/30/2022,Dinoflagellate,
Lauderia spp.,P,HMH,6/30/2022,Diatom,
Leptocylindrus spp.,P,HMH,6/30/2022,Diatom,
Licmophora spp.,P,HMH,6/30/2022,Diatom,
Pleurosigma morphotype,P,HMH,6/30/2022,Diatom,
Protoperidinium spp.,P,HMH,6/30/2022,Dinoflagellate,
Pseudo-nitzschia spp.,P,HMH,6/30/2022,Diatom,
Scrippsiella,P,HMH,6/30/2022,Dinoflagellate,
Cerataulina spp.,P,HMH,7/7/2022,Diatom,
Chaetoceros debilis,P,HMH,7/7/2022,Diatom,
Chaetoceros spp.,P,HMH,7/7/2022,Diatom,
Dictyocha spp. (Chromophyte),P,HMH,7/7/2022,Silicoflagellate,
Eucampia spp.,P,HMH,7/7/2022,Diatom,
Heterocapsa spp.,P,HMH,7/7/2022,Dinoflagellate,
Lauderia spp.,P,HMH,7/7/2022,Diatom,
Leptocylindrus spp.,P,HMH,7/7/2022,Diatom,
Protoperidinium spp.,P,HMH,7/7/2022,Dinoflagellate,
Cerataulina spp.,P,HMH,7/12/2022,Diatom,
Chaetoceros debilis,P,HMH,7/12/2022,Diatom,
Chaetoceros spp.,P,HMH,7/12/2022,Diatom,
Dinophysis spp.,P,HMH,7/12/2022,Dinoflagellate,
Entomoneis spp.,P,HMH,7/12/2022,Diatom,
Protoperidinium spp.,P,HMH,7/12/2022,Dinoflagellate,
Skeletonema spp.,P,HMH,7/12/2022,Diatom,
Thalassionema spp.,P,HMH,7/12/2022,Diatom,
Cerataulina spp.,P,HMH,7/21/2022,Diatom,
Dictyocha spp. (Chromophyte),P,HMH,7/21/2022,Silicoflagellate,
Dinophysis spp.,P,HMH,7/21/2022,Dinoflagellate,
Heterocapsa spp.,P,HMH,7/21/2022,Dinoflagellate,
Protoperidinium spp.,P,HMH,7/21/2022,Dinoflagellate,
Cerataulina spp.,P,SVB,7/21/2022,Diatom,
Chaetoceros spp.,P,SVB,7/21/2022,Diatom,
Entomoneis spp.,P,SVB,7/21/2022,Diatom,
Fragilariopsis spp.,P,SVB,7/21/2022,Diatom,
Leptocylindrus spp.,P,SVB,7/21/2022,Diatom,
Navicula morphotype,P,SVB,7/21/2022,Diatom,
Nitzschia morphotype,P,SVB,7/21/2022,Diatom,
Pleurosigma morphotype,P,SVB,7/21/2022,Diatom,
Rhizosolenia spp.,P,SVB,7/21/2022,Diatom,
Thalassionema spp.,P,SVB,7/21/2022,Diatom,
Cerataulina spp.,P,SVB,7/29/2022,Diatom,
Chaetoceros spp.,P,SVB,7/29/2022,Diatom,
Dictyocha spp. (Chromophyte),P,SVB,7/29/2022,Silicoflagellate,
Entomoneis spp.,P,SVB,7/29/2022,Diatom,
Leptocylindrus spp.,P,SVB,7/29/2022,Diatom,
Navicula morphotype,P,SVB,7/29/2022,Diatom,
Nitzschia morphotype,P,SVB,7/29/2022,Diatom,
Pleurosigma morphotype,P,SVB,7/29/2022,Diatom,
Striatella,P,SVB,7/29/2022,Diatom,
Thalassionema spp.,P,SVB,7/29/2022,Diatom,
Chaetoceros spp.,P,HMH,8/2/2022,Diatom,
Dictyocha spp. (Chromophyte),P,HMH,8/2/2022,Silicoflagellate,
Pleurosigma morphotype,P,HMH,8/2/2022,Diatom,
Cerataulina spp.,P,SVB,8/5/2022,Diatom,
Chaetoceros spp.,P,SVB,8/5/2022,Diatom,
Dictyocha spp. (Chromophyte),P,SVB,8/5/2022,Silicoflagellate,
Entomoneis spp.,P,SVB,8/5/2022,Diatom,
Fragilariopsis spp.,P,SVB,8/5/2022,Diatom,
Leptocylindrus spp.,P,SVB,8/5/2022,Diatom,
Odontella spp.,P,SVB,8/5/2022,Diatom,
Pleurosigma morphotype,P,SVB,8/5/2022,Diatom,
Scrippsiella,P,SVB,8/5/2022,Dinoflagellate,
Thalassionema spp.,P,SVB,8/5/2022,Diatom,
Thalassiosira spp.,P,SVB,8/5/2022,Diatom,
Cerataulina spp.,P,SVB,8/9/2022,Diatom,
Ceratium longipes morphotype,P,SVB,8/9/2022,Dinoflagellate,
Chaetoceros spp.,P,SVB,8/9/2022,Diatom,
Coscinodiscus spp.,P,SVB,8/9/2022,Diatom,
Dictyocha spp. (Chromophyte),P,SVB,8/9/2022,Silicoflagellate,
Entomoneis spp.,P,SVB,8/9/2022,Diatom,
Fragilariopsis spp.,P,SVB,8/9/2022,Diatom,
Leptocylindrus spp.,P,SVB,8/9/2022,Diatom,
Navicula morphotype,P,SVB,8/9/2022,Diatom,
Nitzschia morphotype,P,SVB,8/9/2022,Diatom,
Odontella spp.,P,SVB,8/9/2022,Diatom,
Planktoniella spp.,P,SVB,8/9/2022,Diatom,
Pleurosigma morphotype,P,SVB,8/9/2022,Diatom,
Protoperidinium spp.,P,SVB,8/9/2022,Dinoflagellate,
Pseudo-nitzschia spp.,P,SVB,8/9/2022,Diatom,
Scrippsiella,P,SVB,8/9/2022,Dinoflagellate,
Stephanopyxis spp.,P,SVB,8/9/2022,Diatom,
Thalassionema spp.,P,SVB,8/9/2022,Diatom,
Thalassiosira spp.,P,SVB,8/9/2022,Diatom,
Coscinodiscus spp.,P,SVB,8/15/2022,Diatom,
Dictyocha spp. (Chromophyte),P,SVB,8/15/2022,Silicoflagellate,
Dinophysis spp.,P,SVB,8/15/2022,Dinoflagellate,
Entomoneis spp.,P,SVB,8/15/2022,Diatom,
Navicula morphotype,P,SVB,8/15/2022,Diatom,
Striatella,P,SVB,8/15/2022,Diatom,
Chaetoceros socialis,P,HMH,8/16/2022,Diatom,
Coscinodiscus spp.,P,HMH,8/16/2022,Diatom,
Dictyocha spp. (Chromophyte),P,HMH,8/16/2022,Silicoflagellate,
Dinophysis spp.,P,HMH,8/16/2022,Dinoflagellate,
Diplopsalis,P,HMH,8/16/2022,Dinoflagellate,
Melosira spp.,P,HMH,8/16/2022,Diatom,
Protoperidinium spp.,P,HMH,8/16/2022,Dinoflagellate,
Bacteriastrum spp.,P,SVB,8/25/2022,Diatom,
Cerataulina spp.,P,SVB,8/25/2022,Diatom,
Ceratium longipes morphotype,P,SVB,8/25/2022,Dinoflagellate,
Chaetoceros spp.,P,SVB,8/25/2022,Diatom,
Coscinodiscus spp.,P,SVB,8/25/2022,Diatom,
Dictyocha spp. (Chromophyte),P,SVB,8/25/2022,Silicoflagellate,
Dinophysis spp.,P,SVB,8/25/2022,Dinoflagellate,
Entomoneis spp.,P,SVB,8/25/2022,Diatom,
Fragilariopsis spp.,P,SVB,8/25/2022,Diatom,
Navicula morphotype,P,SVB,8/25/2022,Diatom,
Pleurosigma morphotype,P,SVB,8/25/2022,Diatom,
Protoperidinium spp.,P,SVB,8/25/2022,Dinoflagellate,
Pseudo-nitzschia spp.,P,SVB,8/25/2022,Diatom,
Striatella,P,SVB,8/25/2022,Diatom,
Dictyocha spp. (Chromophyte),P,HMH,9/6/2022,Silicoflagellate,
Protoperidinium spp.,P,HMH,9/6/2022,Dinoflagellate,
Thalassiosira spp.,P,HMH,9/6/2022,Diatom,
Cerataulina spp.,P,SVB,9/8/2022,Diatom,
Chaetoceros spp.,P,SVB,9/8/2022,Diatom,
Coscinodiscus spp.,P,SVB,9/8/2022,Diatom,
Dictyocha spp. (Chromophyte),P,SVB,9/8/2022,Silicoflagellate,
Dinophysis spp.,P,SVB,9/8/2022,Dinoflagellate,
Entomoneis spp.,P,SVB,9/8/2022,Diatom,
Lauderia spp.,P,SVB,9/8/2022,Diatom,
Melosira spp.,P,SVB,9/8/2022,Diatom,
Navicula morphotype,P,SVB,9/8/2022,Diatom,
Pleurosigma morphotype,P,SVB,9/8/2022,Diatom,
Protoperidinium spp.,P,SVB,9/8/2022,Dinoflagellate,
Striatella,P,SVB,9/8/2022,Diatom,
Thalassionema spp.,P,SVB,9/8/2022,Diatom,
Thalassiosira spp.,P,SVB,9/8/2022,Diatom,
Ceratium furca morphotype,P,HMH,9/14/2022,Dinoflagellate,
Coscinodiscus spp.,P,HMH,9/14/2022,Diatom,
Dictyocha spp. (Chromophyte),P,HMH,9/14/2022,Silicoflagellate,
Dinophysis spp.,P,HMH,9/14/2022,Dinoflagellate,
Protoperidinium spp.,P,HMH,9/14/2022,Dinoflagellate,
Thalassiosira spp.,P,HMH,9/14/2022,Diatom,
Bacteriastrum spp.,P,SVB,9/15/2022,Diatom,
Chaetoceros debilis,P,SVB,9/15/2022,Diatom,
Chaetoceros spp.,P,SVB,9/15/2022,Diatom,
Coscinodiscus spp.,P,SVB,9/15/2022,Diatom,
Dictyocha spp. (Chromophyte),P,SVB,9/15/2022,Silicoflagellate,
Entomoneis spp.,P,SVB,9/15/2022,Diatom,
Licmophora spp.,P,SVB,9/15/2022,Diatom,
Navicula morphotype,P,SVB,9/15/2022,Diatom,
Skeletonema spp.,P,SVB,9/15/2022,Diatom,
Thalassionema spp.,P,SVB,9/15/2022,Diatom,
Thalassiosira spp.,P,SVB,9/15/2022,Diatom,
Chaetoceros debilis,P,HMH,9/22/2022,Diatom,
Chaetoceros spp.,P,HMH,9/22/2022,Diatom,
Coscinodiscus spp.,P,HMH,9/22/2022,Diatom,
Dictyocha spp. (Chromophyte),P,HMH,9/22/2022,Silicoflagellate,
Melosira spp.,P,HMH,9/22/2022,Diatom,
Navicula morphotype,P,HMH,9/22/2022,Diatom,
Pleurosigma morphotype,P,HMH,9/22/2022,Diatom,
Scrippsiella,P,HMH,9/22/2022,Dinoflagellate,
Skeletonema spp.,P,HMH,9/22/2022,Diatom,
Thalassionema spp.,P,HMH,9/22/2022,Diatom,
Chaetoceros debilis,P,HMH,9/28/2022,Diatom,
Chaetoceros laciniosus,P,HMH,9/28/2022,Diatom,
Chaetoceros spp.,P,HMH,9/28/2022,Diatom,
Dictyocha spp. (Chromophyte),P,HMH,9/28/2022,Silicoflagellate,
Dinophysis spp.,P,HMH,9/28/2022,Dinoflagellate,
Entomoneis spp.,P,HMH,9/28/2022,Diatom,
Melosira spp.,P,HMH,9/28/2022,Diatom,
Navicula morphotype,P,HMH,9/28/2022,Diatom,
Nitzschia morphotype,P,HMH,9/28/2022,Diatom,
Protoperidinium spp.,P,HMH,9/28/2022,Dinoflagellate,
Pseudo-nitzschia spp.,P,HMH,9/28/2022,Diatom,
Skeletonema spp.,P,HMH,9/28/2022,Diatom,
Striatella,P,HMH,9/28/2022,Diatom,
Cerataulina spp.,P,SVB,9/30/2022,Diatom,
Chaetoceros concavicornis,P,SVB,9/30/2022,Diatom,
Chaetoceros debilis,P,SVB,9/30/2022,Diatom,
Chaetoceros spp.,P,SVB,9/30/2022,Diatom,
Dictyocha spp. (Chromophyte),P,SVB,9/30/2022,Silicoflagellate,
Dinophysis spp.,P,SVB,9/30/2022,Dinoflagellate,
Entomoneis spp.,P,SVB,9/30/2022,Diatom,
Fragilariopsis spp.,P,SVB,9/30/2022,Diatom,
Melosira spp.,P,SVB,9/30/2022,Diatom,
Navicula morphotype,P,SVB,9/30/2022,Diatom,
Pleurosigma morphotype,P,SVB,9/30/2022,Diatom,
Protoperidinium spp.,P,SVB,9/30/2022,Dinoflagellate,
Thalassionema spp.,P,SVB,9/30/2022,Diatom,
Chaetoceros debilis,P,HMH,10/5/2022,Diatom,
Chaetoceros laciniosus,P,HMH,10/5/2022,Diatom,
Chaetoceros spp.,P,HMH,10/5/2022,Diatom,
Coscinodiscus spp.,P,HMH,10/5/2022,Diatom,
Entomoneis spp.,P,HMH,10/5/2022,Diatom,
Licmophora spp.,P,HMH,10/5/2022,Diatom,
Melosira spp.,P,HMH,10/5/2022,Diatom,
Navicula morphotype,P,HMH,10/5/2022,Diatom,
Odontella spp.,P,HMH,10/5/2022,Diatom,
Pleurosigma morphotype,P,HMH,10/5/2022,Diatom,
Polykrikos,P,HMH,10/5/2022,Dinoflagellate,
Protoperidinium spp.,P,HMH,10/5/2022,Dinoflagellate,
Pseudo-nitzschia spp.,P,HMH,10/5/2022,Diatom,
Scrippsiella,P,HMH,10/5/2022,Dinoflagellate,
Skeletonema spp.,P,HMH,10/5/2022,Diatom,
Thalassiosira spp.,P,HMH,10/5/2022,Diatom,
Ceratium furca morphotype,P,SVB,10/6/2022,Dinoflagellate,
Chaetoceros spp.,P,SVB,10/6/2022,Diatom,
Dictyocha spp. (Chromophyte),P,SVB,10/6/2022,Silicoflagellate,
Entomoneis spp.,P,SVB,10/6/2022,Diatom,
Licmophora spp.,P,SVB,10/6/2022,Diatom,
Navicula morphotype,P,SVB,10/6/2022,Diatom,
Pleurosigma morphotype,P,SVB,10/6/2022,Diatom,
Protoperidinium spp.,P,SVB,10/6/2022,Dinoflagellate,
Scrippsiella,P,SVB,10/6/2022,Dinoflagellate,
Skeletonema spp.,P,SVB,10/6/2022,Diatom,
Striatella,P,SVB,10/6/2022,Diatom,
Thalassionema spp.,P,SVB,10/6/2022,Diatom,
Thalassiosira spp.,P,SVB,10/6/2022,Diatom,
Cerataulina spp.,P,HMH,10/12/2022,Diatom,
Ceratium furca morphotype,P,HMH,10/12/2022,Dinoflagellate,
Chaetoceros spp.,P,HMH,10/12/2022,Diatom,
Dinophysis spp.,P,HMH,10/12/2022,Dinoflagellate,
Entomoneis spp.,P,HMH,10/12/2022,Diatom,
