"","Site.ID","NS","Bay","Date","Month","Year","Day.of.Yr","effort","Alexandrium spp.","Cerataulina spp.","Ceratium furca morphotype","Ceratium longipes morphotype","Chaetoceros spp.","Coscinodiscus spp.","Dictyocha spp. (Chromophyte)","Dinophysis spp.","Ditylum spp.","Entomoneis spp.","Eucampia spp.","Fragilariopsis spp.","Guinardia spp.","Heterocapsa spp.","Lauderia spp.","Leptocylindrus spp.","Licmophora spp.","Melosira spp.","Navicula morphotype","Nitzschia morphotype","Odontella spp.","Pleurosigma morphotype","Protoperidinium spp.","Pseudo-nitzschia spp.","Rhizosolenia spp.","Scrippsiella","Skeletonema spp.","Stephanopyxis spp.","Striatella","Thalassionema spp.","Thalassiosira spp."
"142","JBD","S","JAK",2024-06-18,"Jun","2024",170,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1
"143","JBD","S","JAK",2024-07-09,"Jul","2024",191,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1
"144","JBD","S","JAK",2024-07-23,"Jul","2024",205,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1
"145","JBD","S","JAK",2024-08-20,"Aug","2024",233,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1
"146","KBL","S","KAS",2024-05-27,"May","2024",148,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"147","KBL","S","KAS",2024-06-04,"Jun","2024",156,1,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1
"148","KBL","S","KAS",2024-06-25,"Jun","2024",177,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1
"149","KBL","S","KAS",2024-07-23,"Jul","2024",205,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1
"150","KBL","S","KAS",2024-08-05,"Aug","2024",218,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1
"151","KBL","S","KAS",2024-08-12,"Aug","2024",225,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1
"152","EPE","S","EP",2017-04-11,"Apr","2017",101,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1
"153","EPE","S","EP",2017-04-27,"Apr","2017",117,1,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1
"154","EPE","S","EP",2017-05-26,"May","2017",146,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1
"155","EPE","S","EP",2017-06-01,"Jun","2017",152,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1
"156","EPE","S","EP",2022-07-27,"Jul","2022",208,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1
"157","EPE","S","EP",2023-05-16,"May","2023",136,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"158","EPE","S","EP",2023-05-30,"May","2023",150,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1
"159","EPW","S","EP",2024-05-22,"May","2024",143,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1
"160","HMH","N","HOM",2017-07-05,"Jul","2017",186,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,1
"161","HMH","N","HOM",2018-04-09,"Apr","2018",99,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1
"162","HMH","N","HOM",2018-04-20,"Apr","2018",110,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1
"163","HMH","N","HOM",2018-05-01,"May","2018",121,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1
"164","HMH","N","HOM",2021-04-26,"Apr","2021",116,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1
"165","HMH","N","HOM",2023-04-19,"Apr","2023",109,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1
"166","HMH","N","HOM",2023-06-20,"Jun","2023",171,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1
"167","JBB","S","JAK",2017-05-30,"May","2017",150,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1
"168","JBB","S","JAK",2023-05-30,"May","2023",150,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"169","JBD","S","JAK",2013-07-22,"Jul","2013",203,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0
"170","JBD","S","JAK",2024-04-02,"Apr","2024",93,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1
"171","JBD","S","JAK",2024-04-09,"Apr","2024",100,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1
"172","JBD","S","JAK",2024-04-17,"Apr","2024",108,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1
"173","JBD","S","JAK",2024-04-23,"Apr","2024",114,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
"174","JBD","S","JAK",2024-05-07,"May","2024",128,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1
"175","JBR","S","JAK",2013-05-19,"May","2013",139,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1
"176","JBR","S","JAK",2013-07-23,"Jul","2013",204,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0
"177","JBR","S","JAK",2016-05-14,"May","2016",135,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1
"178","JBR","S","JAK",2016-05-19,"May","2016",140,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1
"179","JBR","S","JAK",2017-04-04,"Apr","2017",94,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1
"180","JBR","S","JAK",2017-04-19,"Apr","2017",109,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1
"181","JBR","S","JAK",2017-04-26,"Apr","2017",116,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"182","JBR","S","JAK",2017-05-01,"May","2017",121,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1
"183","JBR","S","JAK",2017-05-12,"May","2017",132,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1
"184","JBR","S","JAK",2017-05-22,"May","2017",142,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1
"185","JBR","S","JAK",2017-06-06,"Jun","2017",157,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,0,1,1
"186","JBR","S","JAK",2019-04-29,"Apr","2019",119,1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1
"187","KBE","S","KAS",2023-05-23,"May","2023",143,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1
"188","KBL","S","KAS",2013-04-29,"Apr","2013",119,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
"189","KBL","S","KAS",2013-06-07,"Jun","2013",158,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1
"190","KBL","S","KAS",2014-04-09,"Apr","2014",99,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1
"191","KBL","S","KAS",2014-05-09,"May","2014",129,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1
"192","KBL","S","KAS",2014-05-15,"May","2014",135,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
"193","KBL","S","KAS",2017-04-26,"Apr","2017",116,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,1
"194","KBL","S","KAS",2017-05-26,"May","2017",146,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,1,1
"195","KBL","S","KAS",2019-05-24,"May","2019",144,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1
"196","KBL","S","KAS",2022-07-27,"Jul","2022",208,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1
"197","KBL","S","KAS",2023-05-16,"May","2023",136,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1
"198","KBL","S","KAS",2023-05-30,"May","2023",150,2,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0
"199","KBL","S","KAS",2023-06-05,"Jun","2023",156,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1
"200","KBL","S","KAS",2024-04-02,"Apr","2024",93,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"201","KBL","S","KAS",2024-04-09,"Apr","2024",100,1,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1
"202","KBL","S","KAS",2024-04-17,"Apr","2024",108,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1
"203","KBL","S","KAS",2024-04-23,"Apr","2024",114,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1
"204","KBL","S","KAS",2024-04-30,"Apr","2024",121,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1
"205","SVB","S","SEL",2017-04-28,"Apr","2017",118,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"206","SVB","S","SEL",2017-06-29,"Jun","2017",180,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1
"207","SVB","S","SEL",2018-05-03,"May","2018",123,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1
"209","SVB","S","SEL",2018-06-28,"Jun","2018",179,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1
"210","SVB","S","SEL",2019-05-17,"May","2019",137,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1
"211","SVB","S","SEL",2023-04-20,"Apr","2023",110,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1
"212","SVS","S","SEL",2016-04-21,"Apr","2016",112,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1
"213","SVS","S","SEL",2017-04-11,"Apr","2017",101,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1
"214","EPE","S","EP",2018-09-14,"Sep","2018",257,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1
"215","HMH","N","HOM",2018-05-17,"May","2018",137,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1
"216","JBD","S","JAK",2016-09-14,"Sep","2016",258,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1
"217","JBD","S","JAK",2018-09-26,"Sep","2018",269,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1
"218","JBR","S","JAK",2016-08-27,"Aug","2016",240,1,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,1
"219","JBR","S","JAK",2018-05-07,"May","2018",127,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1
"220","JBR","S","JAK",2018-08-23,"Aug","2018",235,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1
"221","JBR","S","JAK",2018-09-06,"Sep","2018",249,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1
"222","HMH","N","HOM",2023-04-05,"Apr","2023",95,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1
"223","HMH","N","HOM",2023-05-16,"May","2023",136,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1
"224","HMH","N","HOM",2024-05-01,"May","2024",122,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1
"225","JBD","S","JAK",2024-05-14,"May","2024",135,1,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1
"226","JBR","S","JAK",2016-08-10,"Aug","2016",223,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1
"227","KBL","S","KAS",2013-04-26,"Apr","2013",116,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
"228","EPE","S","EP",2017-06-11,"Jun","2017",162,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1
"229","EPE","S","EP",2017-09-15,"Sep","2017",258,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"230","EPE","S","EP",2018-09-10,"Sep","2018",253,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"231","EPE","S","EP",2020-08-25,"Aug","2020",238,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1
"232","EPE","S","EP",2020-09-16,"Sep","2020",260,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,1
"233","EPE","S","EP",2020-09-24,"Sep","2020",268,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1
"234","EPY","S","EP",2013-08-21,"Aug","2013",233,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
"235","HMH","N","HOM",2014-06-06,"Jun","2014",157,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1
"236","HMH","N","HOM",2017-09-05,"Sep","2017",248,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1
"237","HMH","N","HOM",2020-09-03,"Sep","2020",247,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"238","HMH","N","HOM",2020-09-09,"Sep","2020",253,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1
"239","HMH","N","HOM",2020-09-24,"Sep","2020",268,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,1
"240","JBB","S","JAK",2014-09-22,"Sep","2014",265,2,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1
"241","JBD","S","JAK",2013-08-14,"Aug","2013",226,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1
"242","JBD","S","JAK",2013-08-23,"Aug","2013",235,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"243","JBD","S","JAK",2013-08-30,"Aug","2013",242,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"244","JBD","S","JAK",2013-09-13,"Sep","2013",256,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
"245","JBD","S","JAK",2020-08-25,"Aug","2020",238,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1
"246","JBD","S","JAK",2023-09-15,"Sep","2023",258,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
"247","JBD","S","JAK",2023-09-26,"Sep","2023",269,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1
"248","JBD","S","JAK",2024-09-04,"Sep","2024",248,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
"249","JBD","S","JAK",2024-09-11,"Sep","2024",255,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1
"250","JBD","S","JAK",2024-09-18,"Sep","2024",262,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1
"251","JBR","S","JAK",2013-09-11,"Sep","2013",254,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1
"252","JBR","S","JAK",2014-09-08,"Sep","2014",251,2,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1
"253","JBR","S","JAK",2017-06-12,"Jun","2017",163,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1
"254","JBR","S","JAK",2017-08-28,"Aug","2017",240,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0
"255","JBR","S","JAK",2017-09-04,"Sep","2017",247,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0
"256","JBR","S","JAK",2017-09-18,"Sep","2017",261,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1
"257","JBR","S","JAK",2018-07-01,"Jul","2018",182,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1
"258","JBR","S","JAK",2018-08-29,"Aug","2018",241,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"259","JBR","S","JAK",2019-08-09,"Aug","2019",221,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1
"260","JBR","S","JAK",2020-08-15,"Aug","2020",228,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1
"261","JBR","S","JAK",2020-08-29,"Aug","2020",242,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1
"262","JBR","S","JAK",2020-09-08,"Sep","2020",252,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"263","JBR","S","JAK",2020-09-20,"Sep","2020",264,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1
"264","KBL","S","KAS",2013-08-23,"Aug","2013",235,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0
"265","KBL","S","KAS",2013-09-20,"Sep","2013",263,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"266","KBL","S","KAS",2017-08-07,"Aug","2017",219,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
"267","KBL","S","KAS",2020-08-25,"Aug","2020",238,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1
"268","KBL","S","KAS",2020-09-16,"Sep","2020",260,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1
"269","KBL","S","KAS",2023-09-26,"Sep","2023",269,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1
"270","KBL","S","KAS",2024-09-04,"Sep","2024",248,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
"271","KBL","S","KAS",2024-09-11,"Sep","2024",255,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"272","KBL","S","KAS",2024-09-18,"Sep","2024",262,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1
"273","KBL","S","KAS",2024-09-25,"Sep","2024",269,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1
"274","SVB","S","SEL",2017-08-24,"Aug","2017",236,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
"275","SVB","S","SEL",2017-08-31,"Aug","2017",243,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1
"276","SVB","S","SEL",2017-09-07,"Sep","2017",250,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
"277","SVB","S","SEL",2017-09-14,"Sep","2017",257,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1
"278","SVB","S","SEL",2017-09-28,"Sep","2017",271,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1
"279","SVB","S","SEL",2018-06-21,"Jun","2018",172,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1
"280","SVB","S","SEL",2018-09-13,"Sep","2018",256,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1
"281","SVB","S","SEL",2019-07-11,"Jul","2019",192,1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1
"282","SVB","S","SEL",2019-08-08,"Aug","2019",220,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1
"283","SVB","S","SEL",2019-09-27,"Sep","2019",270,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1
"284","SVB","S","SEL",2021-09-04,"Sep","2021",247,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
"285","SVB","S","SEL",2021-09-16,"Sep","2021",259,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0
"286","SVB","S","SEL",2022-08-25,"Aug","2022",237,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0
"287","SVB","S","SEL",2022-09-15,"Sep","2022",258,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1
