"","Species","Site.ID","NS","Bay","Group","Date","Month","Year","Day.of.Yr","PA","effort","num.abund","mean.abund"
"5381","Ditylum spp.","HMS","N","HOM","Diatom",2015-04-10,"Apr","2015",100,1,1,1,1
"5382","Ditylum spp.","HMS","N","HOM","Diatom",2015-09-16,"Sep","2015",259,1,1,1,1
"5383","Ditylum spp.","HMS","N","HOM","Diatom",2015-09-21,"Sep","2015",264,1,1,1,1
"5384","Ditylum spp.","HMS","N","HOM","Diatom",2015-12-22,"Dec","2015",356,1,1,1,1
"5385","Ditylum spp.","HMS","N","HOM","Diatom",2016-03-07,"Mar","2016",67,1,1,1,1
"5386","Ditylum spp.","HMS","N","HOM","Diatom",2016-03-21,"Mar","2016",81,1,1,1,1
"5387","Ditylum spp.","HMS","N","HOM","Diatom",2016-06-17,"Jun","2016",169,1,1,1,1
"5388","Ditylum spp.","HMS","N","HOM","Diatom",2016-07-22,"Jul","2016",204,1,1,1,1
"5389","Ditylum spp.","HMS","N","HOM","Diatom",2016-09-13,"Sep","2016",257,1,1,3,3
"5390","Ditylum spp.","HMS","N","HOM","Diatom",2016-10-19,"Oct","2016",293,1,1,3,3
"5391","Ditylum spp.","HMS","N","HOM","Diatom",2016-10-21,"Oct","2016",295,1,1,1,1
"5392","Ditylum spp.","HMS","N","HOM","Diatom",2017-01-18,"Jan","2017",18,1,1,1,1
"5393","Ditylum spp.","HMS","N","HOM","Diatom",2017-03-29,"Mar","2017",88,1,1,2,2
"5394","Ditylum spp.","JBB","S","JAK","Diatom",2014-08-14,"Aug","2014",226,1,2,1,0.5
"5395","Ditylum spp.","JBB","S","JAK","Diatom",2014-09-15,"Sep","2014",258,1,2,1,0.5
"5396","Ditylum spp.","JBB","S","JAK","Diatom",2014-09-22,"Sep","2014",265,1,2,1,0.5
"5397","Ditylum spp.","JBB","S","JAK","Diatom",2014-10-15,"Oct","2014",288,1,1,1,1
"5398","Ditylum spp.","JBB","S","JAK","Diatom",2014-11-09,"Nov","2014",313,1,2,1,0.5
"5399","Ditylum spp.","JBB","S","JAK","Diatom",2020-05-13,"May","2020",134,1,1,1,1
"5400","Ditylum spp.","JBB","S","JAK","Diatom",2022-06-09,"Jun","2022",160,1,1,1,1
"5401","Ditylum spp.","JBB","S","JAK","Diatom",2023-05-23,"May","2023",143,1,1,1,1
"5402","Ditylum spp.","JBB","S","JAK","Diatom",2023-05-30,"May","2023",150,1,1,1,1
"5403","Ditylum spp.","JBB","S","JAK","Diatom",2023-06-28,"Jun","2023",179,1,1,1,1
"5404","Ditylum spp.","JBD","S","JAK","Diatom",2013-07-29,"Jul","2013",210,1,1,1,1
"5405","Ditylum spp.","JBD","S","JAK","Diatom",2013-08-09,"Aug","2013",221,1,1,1,1
"5406","Ditylum spp.","JBD","S","JAK","Diatom",2013-08-30,"Aug","2013",242,1,1,1,1
"5407","Ditylum spp.","JBD","S","JAK","Diatom",2014-06-06,"Jun","2014",157,1,1,1,1
"5408","Ditylum spp.","JBD","S","JAK","Diatom",2015-04-28,"Apr","2015",118,1,1,1,1
"5409","Ditylum spp.","JBD","S","JAK","Diatom",2016-05-17,"May","2016",138,1,1,1,1
"5410","Ditylum spp.","JBD","S","JAK","Diatom",2016-06-01,"Jun","2016",153,1,1,1,1
"5411","Ditylum spp.","JBD","S","JAK","Diatom",2016-06-16,"Jun","2016",168,1,2,1,0.5
"5412","Ditylum spp.","JBD","S","JAK","Diatom",2016-09-14,"Sep","2016",258,1,1,1,1
"5413","Ditylum spp.","JBD","S","JAK","Diatom",2016-11-04,"Nov","2016",309,1,1,1,1
"5414","Ditylum spp.","JBD","S","JAK","Diatom",2017-10-06,"Oct","2017",279,1,1,1,1
"5415","Ditylum spp.","JBD","S","JAK","Diatom",2019-04-23,"Apr","2019",113,1,1,1,1
"5416","Ditylum spp.","JBD","S","JAK","Diatom",2019-10-08,"Oct","2019",281,1,1,1,1
"5417","Ditylum spp.","JBD","S","JAK","Diatom",2020-07-15,"Jul","2020",197,1,1,1,1
"5418","Ditylum spp.","JBD","S","JAK","Diatom",2021-07-28,"Jul","2021",209,1,1,1,1
"5419","Ditylum spp.","JBD","S","JAK","Diatom",2024-03-26,"Mar","2024",86,1,1,1,1
"5420","Ditylum spp.","JBD","S","JAK","Diatom",2024-04-02,"Apr","2024",93,1,1,1,1
"5421","Ditylum spp.","JBD","S","JAK","Diatom",2024-04-09,"Apr","2024",100,1,1,1,1
"5422","Ditylum spp.","JBD","S","JAK","Diatom",2024-04-17,"Apr","2024",108,1,1,1,1
"5423","Ditylum spp.","JBD","S","JAK","Diatom",2024-04-23,"Apr","2024",114,1,1,1,1
"5424","Ditylum spp.","JBD","S","JAK","Diatom",2024-04-30,"Apr","2024",121,1,1,1,1
"5425","Ditylum spp.","JBD","S","JAK","Diatom",2024-05-07,"May","2024",128,1,1,1,1
"5426","Ditylum spp.","JBD","S","JAK","Diatom",2024-05-14,"May","2024",135,1,1,1,1
"5427","Ditylum spp.","JBD","S","JAK","Diatom",2024-05-27,"May","2024",148,1,1,1,1
"5428","Ditylum spp.","JBD","S","JAK","Diatom",2024-06-04,"Jun","2024",156,1,1,1,1
"5429","Ditylum spp.","JBD","S","JAK","Diatom",2024-06-11,"Jun","2024",163,1,1,1,1
"5430","Ditylum spp.","JBD","S","JAK","Diatom",2024-07-02,"Jul","2024",184,1,1,1,1
"5431","Ditylum spp.","JBD","S","JAK","Diatom",2024-07-16,"Jul","2024",198,1,1,1,1
"5432","Ditylum spp.","JBD","S","JAK","Diatom",2024-07-23,"Jul","2024",205,1,1,1,1
"5433","Ditylum spp.","JBD","S","JAK","Diatom",2024-07-30,"Jul","2024",212,1,1,1,1
"5434","Ditylum spp.","JBD","S","JAK","Diatom",2024-08-05,"Aug","2024",218,1,1,1,1
"5435","Ditylum spp.","JBD","S","JAK","Diatom",2024-08-12,"Aug","2024",225,1,1,1,1
"5436","Ditylum spp.","JBD","S","JAK","Diatom",2024-08-20,"Aug","2024",233,1,1,1,1
"5437","Ditylum spp.","JBD","S","JAK","Diatom",2024-08-28,"Aug","2024",241,1,1,1,1
"5438","Ditylum spp.","JBD","S","JAK","Diatom",2024-09-11,"Sep","2024",255,1,1,1,1
"5439","Ditylum spp.","JBD","S","JAK","Diatom",2024-09-18,"Sep","2024",262,1,1,1,1
"5440","Ditylum spp.","JBD","S","JAK","Diatom",2024-09-25,"Sep","2024",269,1,1,1,1
"5441","Ditylum spp.","JBD","S","JAK","Diatom",2024-10-02,"Oct","2024",276,1,1,1,1
"5442","Ditylum spp.","JBD","S","JAK","Diatom",2024-10-10,"Oct","2024",284,1,1,1,1
"5443","Ditylum spp.","JBD","S","JAK","Diatom",2024-10-15,"Oct","2024",289,1,1,1,1
"5444","Ditylum spp.","JBD","S","JAK","Diatom",2024-10-30,"Oct","2024",304,1,1,1,1
"5445","Ditylum spp.","JBD","S","JAK","Diatom",2024-11-06,"Nov","2024",311,1,1,1,1
"5446","Ditylum spp.","JBD","S","JAK","Diatom",2024-11-14,"Nov","2024",319,1,1,1,1
"5447","Ditylum spp.","JBR","S","JAK","Diatom",2013-08-06,"Aug","2013",218,1,1,1,1
"5448","Ditylum spp.","JBR","S","JAK","Diatom",2013-08-11,"Aug","2013",223,1,1,1,1
"5449","Ditylum spp.","JBR","S","JAK","Diatom",2013-09-11,"Sep","2013",254,1,1,1,1
"5450","Ditylum spp.","JBR","S","JAK","Diatom",2013-10-01,"Oct","2013",274,1,1,1,1
"5451","Ditylum spp.","JBR","S","JAK","Diatom",2014-04-18,"Apr","2014",108,1,2,1,0.5
"5452","Ditylum spp.","JBR","S","JAK","Diatom",2014-04-25,"Apr","2014",115,1,1,1,1
"5453","Ditylum spp.","JBR","S","JAK","Diatom",2014-05-08,"May","2014",128,1,1,1,1
"5454","Ditylum spp.","JBR","S","JAK","Diatom",2014-05-16,"May","2014",136,1,1,1,1
"5455","Ditylum spp.","JBR","S","JAK","Diatom",2014-05-20,"May","2014",140,1,1,1,1
"5456","Ditylum spp.","JBR","S","JAK","Diatom",2014-05-27,"May","2014",147,1,1,1,1
"5457","Ditylum spp.","JBR","S","JAK","Diatom",2014-06-03,"Jun","2014",154,1,1,1,1
"5458","Ditylum spp.","JBR","S","JAK","Diatom",2014-06-10,"Jun","2014",161,1,1,1,1
"5459","Ditylum spp.","JBR","S","JAK","Diatom",2014-08-14,"Aug","2014",226,1,1,1,1
"5460","Ditylum spp.","JBR","S","JAK","Diatom",2014-08-18,"Aug","2014",230,1,1,1,1
"5461","Ditylum spp.","JBR","S","JAK","Diatom",2014-09-08,"Sep","2014",251,1,2,1,0.5
"5462","Ditylum spp.","JBR","S","JAK","Diatom",2014-10-10,"Oct","2014",283,1,1,2,2
"5463","Ditylum spp.","JBR","S","JAK","Diatom",2014-11-23,"Nov","2014",327,1,1,1,1
"5464","Ditylum spp.","JBR","S","JAK","Diatom",2014-12-03,"Dec","2014",337,1,1,1,1
"5465","Ditylum spp.","JBR","S","JAK","Diatom",2014-12-13,"Dec","2014",347,1,2,1,0.5
"5466","Ditylum spp.","JBR","S","JAK","Diatom",2015-03-02,"Mar","2015",61,1,1,1,1
"5467","Ditylum spp.","JBR","S","JAK","Diatom",2015-03-19,"Mar","2015",78,1,1,1,1
"5468","Ditylum spp.","JBR","S","JAK","Diatom",2015-04-13,"Apr","2015",103,1,2,1,0.5
"5469","Ditylum spp.","JBR","S","JAK","Diatom",2015-05-03,"May","2015",123,1,1,1,1
"5470","Ditylum spp.","JBR","S","JAK","Diatom",2015-05-08,"May","2015",128,1,1,1,1
"5471","Ditylum spp.","JBR","S","JAK","Diatom",2015-05-18,"May","2015",138,1,1,1,1
"5472","Ditylum spp.","JBR","S","JAK","Diatom",2015-05-25,"May","2015",145,1,1,1,1
"5473","Ditylum spp.","JBR","S","JAK","Diatom",2015-06-01,"Jun","2015",152,1,1,1,1
"5474","Ditylum spp.","JBR","S","JAK","Diatom",2015-06-06,"Jun","2015",157,1,1,1,1
"5475","Ditylum spp.","JBR","S","JAK","Diatom",2015-06-14,"Jun","2015",165,1,1,1,1
"5476","Ditylum spp.","JBR","S","JAK","Diatom",2015-09-16,"Sep","2015",259,1,1,1,1
"5477","Ditylum spp.","JBR","S","JAK","Diatom",2015-09-27,"Sep","2015",270,1,1,1,1
"5478","Ditylum spp.","JBR","S","JAK","Diatom",2015-10-07,"Oct","2015",280,1,1,1,1
"5479","Ditylum spp.","JBR","S","JAK","Diatom",2015-10-19,"Oct","2015",292,1,1,1,1
"5480","Ditylum spp.","JBR","S","JAK","Diatom",2015-10-22,"Oct","2015",295,1,1,1,1
"5481","Ditylum spp.","JBR","S","JAK","Diatom",2015-10-25,"Oct","2015",298,1,1,1,1
"5482","Ditylum spp.","JBR","S","JAK","Diatom",2015-11-01,"Nov","2015",305,1,1,1,1
"5483","Ditylum spp.","JBR","S","JAK","Diatom",2015-11-08,"Nov","2015",312,1,1,1,1
"5484","Ditylum spp.","JBR","S","JAK","Diatom",2015-11-15,"Nov","2015",319,1,1,1,1
"5485","Ditylum spp.","JBR","S","JAK","Diatom",2015-12-07,"Dec","2015",341,1,1,1,1
"5486","Ditylum spp.","JBR","S","JAK","Diatom",2016-03-23,"Mar","2016",83,1,1,1,1
"5487","Ditylum spp.","JBR","S","JAK","Diatom",2016-03-26,"Mar","2016",86,1,1,1,1
"5488","Ditylum spp.","JBR","S","JAK","Diatom",2016-03-31,"Mar","2016",91,1,1,1,1
"5489","Ditylum spp.","JBR","S","JAK","Diatom",2016-04-03,"Apr","2016",94,1,1,1,1
"5490","Ditylum spp.","JBR","S","JAK","Diatom",2016-04-12,"Apr","2016",103,1,1,1,1
"5491","Ditylum spp.","JBR","S","JAK","Diatom",2016-04-16,"Apr","2016",107,1,1,1,1
"5492","Ditylum spp.","JBR","S","JAK","Diatom",2016-04-21,"Apr","2016",112,1,1,1,1
"5493","Ditylum spp.","JBR","S","JAK","Diatom",2016-05-02,"May","2016",123,1,1,1,1
"5494","Ditylum spp.","JBR","S","JAK","Diatom",2016-05-16,"May","2016",137,1,1,1,1
"5495","Ditylum spp.","JBR","S","JAK","Diatom",2016-05-19,"May","2016",140,1,1,1,1
"5496","Ditylum spp.","JBR","S","JAK","Diatom",2016-05-29,"May","2016",150,1,1,1,1
"5497","Ditylum spp.","JBR","S","JAK","Diatom",2016-06-03,"Jun","2016",155,1,1,1,1
"5498","Ditylum spp.","JBR","S","JAK","Diatom",2016-06-13,"Jun","2016",165,1,1,1,1
"5499","Ditylum spp.","JBR","S","JAK","Diatom",2016-06-20,"Jun","2016",172,1,1,1,1
"5500","Ditylum spp.","JBR","S","JAK","Diatom",2016-06-28,"Jun","2016",180,1,2,1,0.5
"5501","Ditylum spp.","JBR","S","JAK","Diatom",2016-07-03,"Jul","2016",185,1,1,1,1
"5502","Ditylum spp.","JBR","S","JAK","Diatom",2016-07-06,"Jul","2016",188,1,1,1,1
"5503","Ditylum spp.","JBR","S","JAK","Diatom",2016-07-11,"Jul","2016",193,1,1,1,1
"5504","Ditylum spp.","JBR","S","JAK","Diatom",2016-07-17,"Jul","2016",199,1,1,1,1
"5505","Ditylum spp.","JBR","S","JAK","Diatom",2016-07-28,"Jul","2016",210,1,1,1,1
"5506","Ditylum spp.","JBR","S","JAK","Diatom",2016-07-30,"Jul","2016",212,1,1,1,1
"5507","Ditylum spp.","JBR","S","JAK","Diatom",2016-08-04,"Aug","2016",217,1,1,1,1
"5508","Ditylum spp.","JBR","S","JAK","Diatom",2016-08-07,"Aug","2016",220,1,1,1,1
"5509","Ditylum spp.","JBR","S","JAK","Diatom",2016-08-10,"Aug","2016",223,1,1,1,1
"5510","Ditylum spp.","JBR","S","JAK","Diatom",2016-08-12,"Aug","2016",225,1,1,1,1
"5511","Ditylum spp.","JBR","S","JAK","Diatom",2016-08-15,"Aug","2016",228,1,1,1,1
"5512","Ditylum spp.","JBR","S","JAK","Diatom",2016-08-21,"Aug","2016",234,1,1,1,1
"5513","Ditylum spp.","JBR","S","JAK","Diatom",2016-08-26,"Aug","2016",239,1,1,1,1
"5514","Ditylum spp.","JBR","S","JAK","Diatom",2016-08-27,"Aug","2016",240,1,1,1,1
"5515","Ditylum spp.","JBR","S","JAK","Diatom",2016-08-30,"Aug","2016",243,1,1,2,2
"5516","Ditylum spp.","JBR","S","JAK","Diatom",2016-09-19,"Sep","2016",263,1,1,1,1
"5517","Ditylum spp.","JBR","S","JAK","Diatom",2016-09-21,"Sep","2016",265,1,1,1,1
"5518","Ditylum spp.","JBR","S","JAK","Diatom",2016-11-01,"Nov","2016",306,1,1,1,1
"5519","Ditylum spp.","JBR","S","JAK","Diatom",2016-11-14,"Nov","2016",319,1,1,1,1
"5520","Ditylum spp.","JBR","S","JAK","Diatom",2016-11-22,"Nov","2016",327,1,1,1,1
"5521","Ditylum spp.","JBR","S","JAK","Diatom",2016-12-12,"Dec","2016",347,1,1,1,1
"5522","Ditylum spp.","JBR","S","JAK","Diatom",2016-12-21,"Dec","2016",356,1,1,1,1
"5523","Ditylum spp.","JBR","S","JAK","Diatom",2017-01-28,"Jan","2017",28,1,1,1,1
"5524","Ditylum spp.","JBR","S","JAK","Diatom",2017-01-31,"Jan","2017",31,1,1,1,1
"5525","Ditylum spp.","JBR","S","JAK","Diatom",2017-02-23,"Feb","2017",54,1,1,1,1
"5526","Ditylum spp.","JBR","S","JAK","Diatom",2017-03-13,"Mar","2017",72,1,1,1,1
"5527","Ditylum spp.","JBR","S","JAK","Diatom",2017-03-22,"Mar","2017",81,1,1,1,1
"5528","Ditylum spp.","JBR","S","JAK","Diatom",2017-03-29,"Mar","2017",88,1,1,1,1
"5529","Ditylum spp.","JBR","S","JAK","Diatom",2017-04-04,"Apr","2017",94,1,1,1,1
"5530","Ditylum spp.","JBR","S","JAK","Diatom",2017-04-19,"Apr","2017",109,1,1,1,1
"5531","Ditylum spp.","JBR","S","JAK","Diatom",2017-04-26,"Apr","2017",116,1,1,1,1
"5532","Ditylum spp.","JBR","S","JAK","Diatom",2017-05-01,"May","2017",121,1,1,1,1
"5533","Ditylum spp.","JBR","S","JAK","Diatom",2017-05-12,"May","2017",132,1,1,1,1
"5534","Ditylum spp.","JBR","S","JAK","Diatom",2017-05-22,"May","2017",142,1,1,1,1
"5535","Ditylum spp.","JBR","S","JAK","Diatom",2017-06-06,"Jun","2017",157,1,1,1,1
"5536","Ditylum spp.","JBR","S","JAK","Diatom",2017-06-12,"Jun","2017",163,1,1,1,1
"5537","Ditylum spp.","JBR","S","JAK","Diatom",2017-06-15,"Jun","2017",166,1,1,1,1
"5538","Ditylum spp.","JBR","S","JAK","Diatom",2017-06-28,"Jun","2017",179,1,1,1,1
"5539","Ditylum spp.","JBR","S","JAK","Diatom",2017-07-05,"Jul","2017",186,1,2,1,0.5
"5540","Ditylum spp.","JBR","S","JAK","Diatom",2017-09-18,"Sep","2017",261,1,1,1,1
"5541","Ditylum spp.","JBR","S","JAK","Diatom",2017-10-11,"Oct","2017",284,1,1,1,1
"5542","Ditylum spp.","JBR","S","JAK","Diatom",2017-10-12,"Oct","2017",285,1,1,1,1
"5543","Ditylum spp.","JBR","S","JAK","Diatom",2017-10-27,"Oct","2017",300,1,1,1,1
"5544","Ditylum spp.","JBR","S","JAK","Diatom",2017-10-29,"Oct","2017",302,1,1,1,1
"5545","Ditylum spp.","JBR","S","JAK","Diatom",2017-12-14,"Dec","2017",348,1,1,1,1
"5546","Ditylum spp.","JBR","S","JAK","Diatom",2018-01-07,"Jan","2018",7,1,1,1,1
"5547","Ditylum spp.","JBR","S","JAK","Diatom",2018-03-31,"Mar","2018",90,1,1,1,1
"5548","Ditylum spp.","JBR","S","JAK","Diatom",2018-04-01,"Apr","2018",91,1,1,1,1
"5549","Ditylum spp.","JBR","S","JAK","Diatom",2018-04-06,"Apr","2018",96,1,1,1,1
"5550","Ditylum spp.","JBR","S","JAK","Diatom",2018-05-07,"May","2018",127,1,1,1,1
"5551","Ditylum spp.","JBR","S","JAK","Diatom",2018-05-28,"May","2018",148,1,1,1,1
"5552","Ditylum spp.","JBR","S","JAK","Diatom",2018-07-01,"Jul","2018",182,1,1,1,1
"5553","Ditylum spp.","JBR","S","JAK","Diatom",2018-07-12,"Jul","2018",193,1,1,1,1
"5554","Ditylum spp.","JBR","S","JAK","Diatom",2018-07-15,"Jul","2018",196,1,1,1,1
"5555","Ditylum spp.","JBR","S","JAK","Diatom",2018-07-23,"Jul","2018",204,1,1,1,1
"5556","Ditylum spp.","JBR","S","JAK","Diatom",2018-08-08,"Aug","2018",220,1,1,1,1
"5557","Ditylum spp.","JBR","S","JAK","Diatom",2018-08-23,"Aug","2018",235,1,1,1,1
"5558","Ditylum spp.","JBR","S","JAK","Diatom",2018-08-29,"Aug","2018",241,1,1,1,1
"5559","Ditylum spp.","JBR","S","JAK","Diatom",2018-10-08,"Oct","2018",281,1,1,1,1
"5560","Ditylum spp.","JBR","S","JAK","Diatom",2019-02-11,"Feb","2019",42,1,1,1,1
"5561","Ditylum spp.","JBR","S","JAK","Diatom",2019-03-12,"Mar","2019",71,1,1,1,1
"5562","Ditylum spp.","JBR","S","JAK","Diatom",2019-04-29,"Apr","2019",119,1,1,1,1
"5563","Ditylum spp.","JBR","S","JAK","Diatom",2019-05-19,"May","2019",139,1,1,1,1
"5564","Ditylum spp.","JBR","S","JAK","Diatom",2019-06-19,"Jun","2019",170,1,1,1,1
"5565","Ditylum spp.","JBR","S","JAK","Diatom",2019-07-03,"Jul","2019",184,1,1,1,1
"5566","Ditylum spp.","JBR","S","JAK","Diatom",2019-07-15,"Jul","2019",196,1,1,1,1
"5567","Ditylum spp.","JBR","S","JAK","Diatom",2019-07-22,"Jul","2019",203,1,1,1,1
"5568","Ditylum spp.","JBR","S","JAK","Diatom",2019-07-28,"Jul","2019",209,1,1,1,1
"5569","Ditylum spp.","JBR","S","JAK","Diatom",2019-08-09,"Aug","2019",221,1,1,1,1
"5570","Ditylum spp.","JBR","S","JAK","Diatom",2019-08-12,"Aug","2019",224,1,1,1,1
"5571","Ditylum spp.","JBR","S","JAK","Diatom",2019-08-28,"Aug","2019",240,1,1,1,1
"5572","Ditylum spp.","JBR","S","JAK","Diatom",2020-05-13,"May","2020",134,1,1,1,1
"5573","Ditylum spp.","JBR","S","JAK","Diatom",2020-06-02,"Jun","2020",154,1,1,1,1
"5574","Ditylum spp.","JBR","S","JAK","Diatom",2020-06-06,"Jun","2020",158,1,1,1,1
"5575","Ditylum spp.","JBR","S","JAK","Diatom",2020-06-14,"Jun","2020",166,1,1,1,1
"5576","Ditylum spp.","JBR","S","JAK","Diatom",2020-07-23,"Jul","2020",205,1,1,1,1
"5577","Ditylum spp.","JBR","S","JAK","Diatom",2020-09-08,"Sep","2020",252,1,1,1,1
"5578","Ditylum spp.","JBR","S","JAK","Diatom",2020-09-20,"Sep","2020",264,1,1,1,1
"5579","Ditylum spp.","KBL","S","KAS","Diatom",2013-10-11,"Oct","2013",284,1,1,1,1
"5580","Ditylum spp.","KBL","S","KAS","Diatom",2014-04-11,"Apr","2014",101,1,1,1,1
"5581","Ditylum spp.","KBL","S","KAS","Diatom",2014-05-23,"May","2014",143,1,1,1,1
"5582","Ditylum spp.","KBL","S","KAS","Diatom",2014-05-30,"May","2014",150,1,1,1,1
"5583","Ditylum spp.","KBL","S","KAS","Diatom",2016-05-17,"May","2016",138,1,1,1,1
"5584","Ditylum spp.","KBL","S","KAS","Diatom",2016-08-26,"Aug","2016",239,1,1,1,1
"5585","Ditylum spp.","KBL","S","KAS","Diatom",2016-11-04,"Nov","2016",309,1,1,1,1
"5586","Ditylum spp.","KBL","S","KAS","Diatom",2017-04-26,"Apr","2017",116,1,1,1,1
"5587","Ditylum spp.","KBL","S","KAS","Diatom",2017-10-06,"Oct","2017",279,1,1,1,1
"5588","Ditylum spp.","KBL","S","KAS","Diatom",2017-10-16,"Oct","2017",289,1,1,1,1
"5589","Ditylum spp.","KBL","S","KAS","Diatom",2018-05-10,"May","2018",130,1,1,1,1
"5590","Ditylum spp.","KBL","S","KAS","Diatom",2018-05-24,"May","2018",144,1,1,1,1
"5591","Ditylum spp.","KBL","S","KAS","Diatom",2018-07-03,"Jul","2018",184,1,1,1,1
"5592","Ditylum spp.","KBL","S","KAS","Diatom",2018-07-18,"Jul","2018",199,1,1,1,1
"5593","Ditylum spp.","KBL","S","KAS","Diatom",2018-08-13,"Aug","2018",225,1,1,1,1
"5594","Ditylum spp.","KBL","S","KAS","Diatom",2018-10-08,"Oct","2018",281,1,1,1,1
"5595","Ditylum spp.","KBL","S","KAS","Diatom",2019-04-03,"Apr","2019",93,1,1,1,1
"5596","Ditylum spp.","KBL","S","KAS","Diatom",2019-05-02,"May","2019",122,1,1,1,1
"5597","Ditylum spp.","KBL","S","KAS","Diatom",2019-05-15,"May","2019",135,1,1,1,1
"5598","Ditylum spp.","KBL","S","KAS","Diatom",2019-05-24,"May","2019",144,1,1,1,1
"5599","Ditylum spp.","KBL","S","KAS","Diatom",2019-06-11,"Jun","2019",162,1,1,1,1
"5600","Ditylum spp.","KBL","S","KAS","Diatom",2019-10-08,"Oct","2019",281,1,1,1,1
"5601","Ditylum spp.","KBL","S","KAS","Diatom",2020-05-13,"May","2020",134,1,1,1,1
"5602","Ditylum spp.","KBL","S","KAS","Diatom",2020-06-10,"Jun","2020",162,1,1,1,1
"5603","Ditylum spp.","KBL","S","KAS","Diatom",2020-06-16,"Jun","2020",168,1,1,1,1
"5604","Ditylum spp.","KBL","S","KAS","Diatom",2020-07-15,"Jul","2020",197,1,1,1,1
"5605","Ditylum spp.","KBL","S","KAS","Diatom",2020-09-16,"Sep","2020",260,1,1,1,1
"5606","Ditylum spp.","KBL","S","KAS","Diatom",2020-09-24,"Sep","2020",268,1,1,1,1
"5607","Ditylum spp.","KBL","S","KAS","Diatom",2020-10-06,"Oct","2020",280,1,1,1,1
"5608","Ditylum spp.","KBL","S","KAS","Diatom",2021-06-16,"Jun","2021",167,1,1,1,1
"5609","Ditylum spp.","KBL","S","KAS","Diatom",2022-06-09,"Jun","2022",160,1,1,1,1
"5610","Ditylum spp.","KBL","S","KAS","Diatom",2023-05-16,"May","2023",136,1,1,1,1
"5611","Ditylum spp.","KBL","S","KAS","Diatom",2023-06-16,"Jun","2023",167,1,1,1,1
"5612","Ditylum spp.","KBL","S","KAS","Diatom",2023-07-31,"Jul","2023",212,1,1,1,1
"5613","Ditylum spp.","KBL","S","KAS","Diatom",2023-08-29,"Aug","2023",241,1,2,1,0.5
"5614","Ditylum spp.","KBL","S","KAS","Diatom",2024-03-26,"Mar","2024",86,1,1,1,1
"5615","Ditylum spp.","KBL","S","KAS","Diatom",2024-04-02,"Apr","2024",93,1,1,1,1
"5616","Ditylum spp.","KBL","S","KAS","Diatom",2024-04-09,"Apr","2024",100,1,1,1,1
"5617","Ditylum spp.","KBL","S","KAS","Diatom",2024-04-17,"Apr","2024",108,1,1,1,1
"5618","Ditylum spp.","KBL","S","KAS","Diatom",2024-04-23,"Apr","2024",114,1,1,1,1
"5619","Ditylum spp.","KBL","S","KAS","Diatom",2024-04-30,"Apr","2024",121,1,1,1,1
"5620","Ditylum spp.","KBL","S","KAS","Diatom",2024-05-07,"May","2024",128,1,1,1,1
"5621","Ditylum spp.","KBL","S","KAS","Diatom",2024-05-21,"May","2024",142,1,1,1,1
"5622","Ditylum spp.","KBL","S","KAS","Diatom",2024-05-27,"May","2024",148,1,1,1,1
"5623","Ditylum spp.","KBL","S","KAS","Diatom",2024-06-04,"Jun","2024",156,1,1,1,1
"5624","Ditylum spp.","KBL","S","KAS","Diatom",2024-06-11,"Jun","2024",163,1,1,1,1
"5625","Ditylum spp.","KBL","S","KAS","Diatom",2024-08-05,"Aug","2024",218,1,1,1,1
"5626","Ditylum spp.","KBL","S","KAS","Diatom",2024-08-12,"Aug","2024",225,1,1,1,1
"5627","Ditylum spp.","KBL","S","KAS","Diatom",2024-08-20,"Aug","2024",233,1,1,1,1
"5628","Ditylum spp.","KBL","S","KAS","Diatom",2024-08-28,"Aug","2024",241,1,1,1,1
"5629","Ditylum spp.","KBL","S","KAS","Diatom",2024-09-25,"Sep","2024",269,1,1,1,1
"5630","Ditylum spp.","KBL","S","KAS","Diatom",2024-10-02,"Oct","2024",276,1,1,1,1
"5631","Ditylum spp.","KBL","S","KAS","Diatom",2024-10-10,"Oct","2024",284,1,1,1,1
"5632","Ditylum spp.","KBL","S","KAS","Diatom",2024-10-15,"Oct","2024",289,1,1,1,1
"5633","Ditylum spp.","KBL","S","KAS","Diatom",2024-10-24,"Oct","2024",298,1,1,1,1
"5634","Ditylum spp.","KBL","S","KAS","Diatom",2024-10-30,"Oct","2024",304,1,1,1,1
"5635","Ditylum spp.","KBL","S","KAS","Diatom",2024-11-06,"Nov","2024",311,1,1,1,1
"5636","Ditylum spp.","SVB","S","SEL","Diatom",2014-06-05,"Jun","2014",156,1,2,1,0.5
"5637","Ditylum spp.","SVB","S","SEL","Diatom",2014-08-05,"Aug","2014",217,1,1,1,1
"5638","Ditylum spp.","SVB","S","SEL","Diatom",2014-08-14,"Aug","2014",226,1,2,1,0.5
"5639","Ditylum spp.","SVB","S","SEL","Diatom",2015-10-21,"Oct","2015",294,1,1,1,1
"5640","Ditylum spp.","SVB","S","SEL","Diatom",2016-02-22,"Feb","2016",53,1,1,1,1
"5641","Ditylum spp.","SVB","S","SEL","Diatom",2016-05-09,"May","2016",130,1,1,1,1
"5642","Ditylum spp.","SVB","S","SEL","Diatom",2016-06-09,"Jun","2016",161,1,1,1,1
"5643","Ditylum spp.","SVB","S","SEL","Diatom",2016-11-09,"Nov","2016",314,1,1,1,1
"5644","Ditylum spp.","SVB","S","SEL","Diatom",2016-11-22,"Nov","2016",327,1,1,1,1
